"source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank","cellphonedb.pvalue","cellphonedb.rank"
"Naive CD4 T","Platelet","CD40LG","CD9",1.56702736445111e-07,530.1,0.28155380075728,43,4.12462510292816,33,2.95612289309629,24,0.885807179233306,1450,0,1100.5
"Platelet","CD14+ Mono","PF4","LRP1",9.74587781978112e-07,517.1,0.411735016964335,13,6.2884317738039,4,3.84591058186761,4,0.885506554188013,1464,0,1100.5
"Platelet","DC","PF4","CXCR3",4.0979417805128e-06,384.9,0.374381180201309,21,6.43101037828825,2,4.12801039051938,1,0.913978830728226,800,0,1100.5
"Naive CD4 T","Platelet","CD40LG","ITGA2B_ITGB3",5.51364818226584e-06,694.1,0.304806583599707,37,5.04920599050281,16,1.87354228942446,105,0.853389995390471,2212,0,1100.5
"Memory CD4 T","Platelet","CD40LG","CD9",9.69244464722998e-06,437.5,0.407412131734716,14,4.24945320133315,28,3.11184712646354,18,0.90320565771938,1027,0,1100.5
"FCGR3A+ Mono","Platelet","ICAM4","ITGA2B",1.93133523715967e-05,663.7,0.775418918140788,3,6.63508076145166,1,2.4539115454454,49,0.855057530849494,2165,0,1100.5
"CD14+ Mono","FCGR3A+ Mono","S100A8","CD68",2.40213512397562e-05,279.9,0.200505734500237,83,1.79476207770951,152,3.79888897889513,7,0.95781724588958,57,0,1100.5
"CD14+ Mono","FCGR3A+ Mono","S100A9","CD68",2.59614032885051e-05,284.7,0.161955329575631,126,1.78730053761322,155,3.90549103516146,2,0.960901034902368,40,0,1100.5
"Naive CD4 T","Platelet","IL16","CD9",3.0307243082555e-05,604.9,0.105011444896676,318,4.00903916343134,41,2.72774574234616,36,0.883194709226292,1529,0,1100.5
"Platelet","DC","APP","CD74",4.38957828087091e-05,368.9,0.100489057296805,351,1.85457046940392,139,2.29859516642806,58,0.940814210310579,196,0,1100.5
"Platelet","Memory CD4 T","PF4","CXCR3",5.36037166271577e-05,509.9,0.213588065702171,72,6.22429506534442,5,3.82210520466233,5,0.889200587224962,1367,0,1100.5
"NK","NK","SPON2","ITGB2",5.70594949057851e-05,314.9,0.170902579578164,111,1.96581247762988,126,2.463821855579,48,0.941602868850792,189,0,1100.5
"CD14+ Mono","CD14+ Mono","S100A8","CD68",5.70594949057851e-05,308.9,0.151777623863837,132,1.51911095840555,189,3.78353714709488,8,0.95182001756057,115,0,1100.5
"Memory CD4 T","NK","B2M","KLRD1",5.80384028093745e-05,457.7,0.0831037033027112,497,1.35787045204787,234,1.27724475861642,371,0.95409509502669,86,0,1100.5
"Memory CD4 T","Platelet","CD40LG","ITGA2B_ITGB3",6.45911186060736e-05,586.3,0.441059220856288,10,5.17403408890781,15,2.02926652279171,86,0.875030767483847,1720,0,1100.5
"Platelet","NK","HLA-B","KLRD1",6.60365520031415e-05,480.3,0.0821957621162832,510,1.24144705875511,284,1.38655844234427,294,0.939643392772975,213,0,1100.5
"Memory CD4 T","Platelet","IL32","ITGB3",6.72589961436932e-05,371.7,0.265921729623334,50,4.29203445318231,26,1.75737578236723,128,0.923484950720368,554,0,1100.5
"Memory CD4 T","Platelet","IL16","CD9",7.00081896078065e-05,483.9,0.147485722893353,142,4.09746686070624,36,2.8486273324703,29,0.899607254445357,1112,0,1100.5
"Platelet","Platelet","TLN1","ITGB3",7.28415354099569e-05,502.5,0.366411549571527,22,4.73508265338064,17,2.31362044726921,55,0.891494539475795,1318,0,1100.5
"Platelet","CD8 T","PF4","CXCR3",7.71573381172816e-05,514.7,0.210250406181916,73,6.22000417680495,6,3.8043898798526,6,0.88842233795973,1388,0,1100.5
"Platelet","FCGR3A+ Mono","HLA-C","LILRA3",8.38884980456353e-05,427.7,0.0999963614517827,355,1.40623205558994,215,1.48661923247059,235,0.939008717372194,233,0,1100.5
"Platelet","FCGR3A+ Mono","HLA-C","LILRB1",8.46754390421513e-05,504.7,0.082119054869333,514,1.33388076227207,241,1.28841865558553,359,0.93461290604289,309,0,1100.5
"Platelet","FCGR3A+ Mono","CD99","PILRA",8.62670380638886e-05,404.7,0.112813518482143,262,1.52382622513224,188,1.8739437824524,104,0.931629493539354,369,0,1100.5
"Platelet","CD8 T","SNCA","LAG3",8.98053870187444e-05,583.1,0.651341674829724,6,4.31269451157197,25,2.29041394402712,59,0.874918089611808,1725,0,1100.5
"CD14+ Mono","CD14+ Mono","S100A9","CD68",9.68910209296625e-05,316.5,0.122595970416222,216,1.51164941830926,192,3.89013920336121,3,0.955321785670516,71,0,1100.5
"Platelet","B","APP","CD74",9.89826701651555e-05,374.1,0.097596896585648,372,1.8070408730022,151,2.63339798691244,41,0.939995900873757,206,0,1100.5
"Platelet","Platelet","TGFB1","ITGB3",9.9188975571551e-05,461.3,0.331808196473804,32,4.6743608811494,18,2.27907735554995,61,0.900419869535225,1095,0,1100.5
"Naive CD4 T","NK","B2M","KLRD1",0.00010540801712396,542.3,0.0786094065525859,560,1.06958436585419,400,1.03818954442667,552,0.952862081181137,99,0,1100.5
"Platelet","NK","B2M","KLRD1",0.000108261859673004,525.7,0.0784815733184659,563,1.06138451951585,409,1.14558995200128,455,0.95282551722971,101,0,1100.5
"Memory CD4 T","NK","HLA-B","KLRD1",0.000111177182718247,541.5,0.0782282679501465,566,1.15793570411361,328,1.125554127282,471,0.938225152437544,242,0,1100.5
"Platelet","Platelet","F13A1","ITGB1",0.000131183878735774,529.9,0.393730128644954,16,4.15797479891179,31,2.23121781621619,67,0.886526322801652,1435,0,1100.5
"CD14+ Mono","Naive CD4 T","S100A8","CD69",0.000135678171667009,445.9,0.0960410217547853,382,1.00544930186877,457,2.80622772303315,32,0.936881704831669,258,0,1100.5
"NK","Platelet","CALR","ITGA2B",0.000137102830558748,320.9,0.221499796050971,68,6.36210386608868,3,2.69821649700495,37,0.930119365262624,396,0,1100.5
"CD14+ Mono","NK","S100A8","ITGB2",0.000137600497069291,318.7,0.119423826707439,236,1.48082582719613,196,3.54545041273043,10,0.958458841820466,51,0,1100.5
"Platelet","CD8 T","HLA-C","CD8A",0.000145146030906564,501.5,0.0762708682577082,597,1.08976065597071,389,1.46351126595395,245,0.943269445288696,176,0,1100.5
"Platelet","Memory CD4 T","MYL9","CD69",0.000164320073080457,372.9,0.201768507484219,79,4.35681715121109,23,2.43562613014274,50,0.921025428508092,612,0,1100.5
"Platelet","B","MYL9","CD69",0.000168387204711084,373.3,0.200834226004249,81,4.35438256435839,24,2.49086298022864,46,0.920856468067814,615,0,1100.5
"Platelet","NK","HLA-E","KLRC1_KLRD1",0.000188445918622803,596.1,0.0890620213711925,447,1.00007058545211,463,1.31032569349471,341,0.920345079840968,629,0,1100.5
"Platelet","B","APP","RPSA",0.000189948669529806,556.3,0.0738581734515047,630,1.28239787015167,261,1.21793685682051,406,0.930832740282804,384,0,1100.5
"CD14+ Mono","Memory CD4 T","S100A8","CD69",0.000192982931871947,387.7,0.116068430665757,248,1.09617108266821,382,2.94262647752525,26,0.942255514116886,182,0,1100.5
"CD14+ Mono","Platelet","S100A8","CD68",0.000203909659516318,430.9,0.0877918236820884,462,1.15714827999865,331,3.27969427696484,13,0.937597083119209,248,0,1100.5
"Platelet","Platelet","CALM3","MYLK",0.000206271215379411,506.9,0.382452755059647,19,3.52472657289109,78,2.19510384259343,69,0.893540637337889,1268,0,1100.5
