"source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank","cellphonedb.pvalue","cellphonedb.rank"
"Platelet","CD14+ Mono","PF4","LRP1",4.71882690340414e-07,488.5,0.471680021681902,10,5.90325054292486,3,3.85380381114397,4,0.889459282991455,1325,0,1100.5
"Platelet","DC","PF4","CXCR3",2.23673760542003e-06,388.1,0.380755599077713,23,6.02831566918054,1,4.10577081528008,1,0.912724213842965,815,0,1100.5
"Memory CD4 T","Platelet","CD40LG","CD9",3.22739308826144e-06,417.5,0.430845685134526,16,4.32575311583027,19,3.13455811238062,17,0.906442524961665,935,0,1100.5
"CD14+ Mono","FCGR3A+ Mono","S100A8","CD68",1.82523244872479e-05,275.7,0.201986191857751,74,1.75276274407739,139,3.76754145075302,7,0.957440721146249,58,0,1100.5
"CD14+ Mono","FCGR3A+ Mono","S100A9","CD68",1.93190097928047e-05,281.3,0.159945811075983,121,1.74185274922629,141,3.85648179312611,3,0.960526979816211,41,0,1100.5
"CD8 T","FCGR3A+ Mono","HLA-C","LILRA3",1.93609106095399e-05,450.7,0.0963268933636397,391,1.38043866680428,224,1.35165613830248,319,0.939223650858584,219,0,1100.5
"CD8 T","NK","HLA-B","KLRD1",2.97228184196947e-05,433.7,0.0920447648381721,426,1.42925469705687,208,1.46109330346328,246,0.941708782015565,188,0,1100.5
"Naive CD4 T","Platelet","CD40LG","CD9",3.46062751754414e-05,509.1,0.290486549999161,42,4.19114775303365,22,2.9689293214659,23,0.888335963111137,1358,0,1100.5
"FCGR3A+ Mono","Platelet","ICAM4","ITGA2B",3.57423929057525e-05,689.9,0.767858001313747,4,5.998918616804,2,2.37028995815752,57,0.84661028668302,2286,0,1100.5
"CD8 T","NK","B2M","KLRD1",3.99700017135185e-05,404.1,0.0879210417846145,452,1.6497911883802,152,1.47122274277212,239,0.954845700433506,77,0,1100.5
"CD8 T","Platelet","IL32","ITGB3",4.17701664744595e-05,349.3,0.281923202409789,45,4.02663421066967,37,1.87311387613093,108,0.927676281698396,456,0,1100.5
"CD14+ Mono","CD14+ Mono","S100A8","CD68",4.76740765233929e-05,303.7,0.158652322305144,125,1.51830971153865,177,3.82615393391488,5,0.952239780910201,111,0,1100.5
"CD8 T","DC","B2M","CD1C",4.80735513869244e-05,447.7,0.0944193746706782,409,2.02863883776182,116,1.12616271498617,469,0.948193734583765,144,0,1100.5
"NK","NK","SPON2","ITGB2",5.09626349891843e-05,311.5,0.168662488894537,107,2.01922462261912,120,2.53098647608613,50,0.942565242965254,180,0,1100.5
"CD8 T","NK","B2M","CD247",5.92921622798922e-05,470.1,0.0586468779337206,897,1.49791941879086,187,1.65765884353265,162,0.966362227922172,4,0,1100.5
"Platelet","Platelet","F13A1","ITGB1",6.17829444780661e-05,474.5,0.445012858733831,13,4.15048110295408,28,2.46020551880028,51,0.895290073415301,1180,0,1100.5
"CD8 T","FCGR3A+ Mono","HLA-A","LILRB1",7.6749956504526e-05,546.1,0.0844650544493854,482,1.24556195175431,286,1.06613334420617,515,0.932350993077319,347,0,1100.5
"Platelet","Memory CD4 T","PF4","CXCR3",8.03523249110244e-05,526.5,0.204235473864557,73,5.80473878010114,4,3.79205624299909,6,0.884517027105508,1449,0,1100.5
"Platelet","Platelet","TLN1","ITGB3",9.06712327329421e-05,473.5,0.368935830071806,26,4.4411003562569,17,2.36384862465887,58,0.895850259889939,1166,0,1100.5
"CD14+ Mono","CD14+ Mono","S100A9","CD68",9.2160099687259e-05,312.9,0.125631233188729,209,1.50739971668755,184,3.91509427628798,2,0.955685738355075,69,0,1100.5
"CD8 T","FCGR3A+ Mono","HLA-C","LILRB1",9.46048543266512e-05,531.7,0.080568005682795,537,1.31113892345227,259,1.13836711947594,456,0.934421124396712,306,0,1100.5
"CD8 T","Platelet","CALR","ITGA2B",0.00010121193800789,456.3,0.127005658998188,205,5.46236853485819,7,2.2462185546488,65,0.908316618812542,904,0,1100.5
