"source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank","cellphonedb.pvalue","cellphonedb.rank"
"Platelet","CD14+ Mono","PF4","LRP1",8.49664426261035e-07,503.7,0.435282311717921,13,5.9997861108474,4,3.88662569342627,3,0.889119651712987,1352,0,1146.5
"Platelet","DC","PF4","CXCR3",5.32878838737795e-06,419.7,0.348315171268483,24,6.04606278640285,3,4.11169428731786,1,0.907466663172254,924,0,1146.5
"FCGR3A+ Mono","Platelet","ICAM4","ITGA2B",7.83615846319603e-06,669.5,0.669441507960807,2,6.31037249147603,1,2.53745808158129,50,0.85718556976374,2148,0,1146.5
"Platelet","FCGR3A+ Mono","PF4","LRP1",9.38731462072284e-06,582.9,0.325667434672102,29,5.91251551512094,5,3.77744235542876,8,0.873991479112397,1726,0,1146.5
"Memory CD4 T","Platelet","CD40LG","CD9",1.03891882660504e-05,435.3,0.429715841772295,14,4.12548245462763,30,3.11362840272599,19,0.905058903700368,967,0,1146.5
"CD14+ Mono","FCGR3A+ Mono","S100A8","CD68",1.36361335391238e-05,284.5,0.208738930479706,75,1.83110725151486,138,3.81616279803001,6,0.957669400719286,57,0,1146.5
"CD14+ Mono","FCGR3A+ Mono","S100A9","CD68",1.4439306872999e-05,288.1,0.168035768640131,110,1.8180481311601,140,3.89429725284873,2,0.960671845342794,42,0,1146.5
"Naive CD4 T","Platelet","CD40LG","CD9",3.72748966707236e-05,554.3,0.268755145885517,46,3.97022697692769,39,2.88790199598524,29,0.882889451953683,1511,0,1146.5
"NK","NK","SPON2","ITGB2",3.75000878473947e-05,323.7,0.163578557787561,121,2.03251931002206,117,2.50991898160404,56,0.942499654302905,178,0,1146.5
"CD14+ Mono","CD14+ Mono","S100A8","CD68",5.49667893899367e-05,322.7,0.153983068420464,142,1.53166627785286,196,3.74405383231165,9,0.951054855491717,120,0,1146.5
"Platelet","Platelet","F13A1","ITGB1",6.35421428878304e-05,463.1,0.415147716419858,16,4.49931965707106,19,2.5105843779536,55,0.900356160540848,1079,0,1146.5
"Memory CD4 T","NK","B2M","KLRD1",6.67239923427255e-05,475.9,0.0821183762030348,535,1.36387044687586,234,1.25895728725629,369,0.952987780924807,95,0,1146.5
"FCGR3A+ Mono","Platelet","LGALS1","ITGB1",6.92559258741557e-05,488.3,0.102263464158132,332,1.32903006885402,245,1.63590983229199,179,0.923528213179433,539,0,1146.5
"Platelet","Memory CD4 T","PF4","CXCR3",7.04137469840485e-05,531.1,0.219536716520589,70,5.89606602909002,6,3.83157755363758,4,0.886179182448329,1429,0,1146.5
"FCGR3A+ Mono","NK","HLA-B","KLRD1",7.9444152679695e-05,542.7,0.0801222936778222,554,1.20191404543038,303,1.13283971597944,466,0.937365353204619,244,0,1146.5
"CD14+ Mono","CD14+ Mono","S100A9","CD68",8.0810666334763e-05,329.1,0.123957055831108,216,1.5186071574981,198,3.82218828713037,5,0.954504171405591,80,0,1146.5
"FCGR3A+ Mono","NK","B2M","KLRD1",8.61102971697157e-05,526.9,0.0791270164799649,563,1.16483187432235,321,1.09283142608475,497,0.952149514293111,107,0,1146.5
"Platelet","CD8 T","PF4","CXCR3",9.58029596805994e-05,551.9,0.204318175650584,78,5.87833999109708,7,3.78221268754681,7,0.882505470995881,1521,0,1146.5
"Memory CD4 T","NK","HLA-B","KLRD1",0.000101654834348469,560.7,0.0778034245338128,582,1.15300964496315,327,1.09761780809104,491,0.93649765541861,257,0,1146.5
"Memory CD4 T","Platelet","IL32","ITGB3",0.000107916931382651,373.5,0.261123773114696,50,3.95570848114901,42,1.78484519064346,140,0.925553134427212,489,0,1146.5
"Platelet","Platelet","TGFB1","ITGB3",0.000109439631161078,457.5,0.314108832017477,30,4.31674043427429,24,2.27499986733401,66,0.902524290322267,1021,0,1146.5
"NK","Platelet","CALR","ITGA2B",0.000114455594258477,316.5,0.222198750196984,67,6.07626809567761,2,2.80974978833733,33,0.93299243311371,334,0,1146.5
"NK","FCGR3A+ Mono","SPON2","ITGB2",0.000118683807283343,352.7,0.13891465396776,179,1.88366399441965,128,2.20230487639379,72,0.937907597142796,238,0,1146.5
"Platelet","Platelet","TLN1","ITGB3",0.000130411543359608,537.7,0.335516045089062,25,4.2581691861965,26,2.23042686870352,70,0.88644445698892,1421,0,1146.5
"FCGR3A+ Mono","NK","TIMP1","CD63",0.000130982648193581,489.3,0.0617347078915966,833,1.42753830909746,219,2.14387179388065,79,0.94389878920376,169,0,1146.5
"Memory CD4 T","DC","B2M","CD1C",0.000144024395856725,482.9,0.0924629972830605,419,1.87312479947156,130,1.00754107956923,583,0.949355606669082,136,0,1146.5
"CD14+ Mono","NK","S100A8","ITGB2",0.000146503533831806,333.9,0.116931024998271,251,1.48993498731731,205,3.50208082859915,11,0.957737034743247,56,0,1146.5
"Memory CD4 T","FCGR3A+ Mono","HLA-C","LILRA3",0.000169946289503136,590.3,0.0866555644900562,487,1.07181815770466,393,0.953705634602527,645,0.935196750115829,280,0,1146.5
"FCGR3A+ Mono","DC","TNFSF13B","HLA-DPB1",0.000183535303241531,483.1,0.0723581755894856,655,1.31748801628522,256,1.86957395755799,117,0.937602660397705,241,0,1146.5
"Platelet","Memory CD4 T","MYL9","CD69",0.000194083382228925,358.3,0.197131789712102,80,4.48186485316238,20,2.52409345244965,53,0.925468328538575,492,0,1146.5
"Platelet","B","MYL9","CD69",0.000201392361723763,357.7,0.197075153736345,81,4.48171389042881,21,2.5815018686299,46,0.925458418003801,494,0,1146.5
"Memory CD4 T","Platelet","CD40LG","ITGA2B_ITGB3",0.000232446345243564,570.5,0.46849201340251,9,4.86389264470805,16,2.10651025792496,85,0.878585190263275,1596,0,1146.5
"Platelet","CD8 T","SNCA","LAG3",0.00024067487490764,703.9,0.583375160327449,5,3.62934630748061,66,2.10176746425038,86,0.853898268038283,2216,0,1146.5
"FCGR3A+ Mono","NK","LGALS9","HAVCR2",0.000248939482729191,798.9,0.112406102807383,278,1.23158945329213,287,1.5105195167434,224,0.860620893650305,2059,0,1146.5
"Naive CD4 T","NK","HLA-B","KLRD1",0.000261390463495425,667.9,0.0691953036730623,701,0.971466416906506,482,0.928334148582306,674,0.932920653882071,336,0,1146.5
"FCGR3A+ Mono","CD14+ Mono","SERPINA1","LRP1",0.000273810874043674,824.5,0.197922120374009,79,1.21199909189986,294,1.50465712429902,231,0.846872709369367,2372,0,1146.5
"Platelet","Platelet","CALM3","MYLK",0.000275512032461011,556.5,0.372396774585571,20,3.18263864457292,90,2.11482044969386,84,0.885726422882113,1442,0,1146.5
"Naive CD4 T","NK","B2M","KLRD1",0.000284474486886736,562.3,0.0776534815530242,587,1.06678606384891,397,1.01505574858895,569,0.951719464197857,112,0,1146.5
"Memory CD4 T","FCGR3A+ Mono","CD52","SIGLEC10",0.000302834914676139,650.3,0.0925477526581468,418,1.06398355551264,400,0.89135670416798,724,0.922686552817785,563,0,1146.5
"Platelet","NK","CLEC1B","KLRB1",0.000333766430566856,696.7,0.481578311065124,8,4.24977017026475,27,2.01291891835784,96,0.854359950777671,2206,0,1146.5
"Platelet","Platelet","CALM3","GP6",0.000344202018329746,599.5,0.378945102265361,19,3.32867760594077,88,1.99588178555043,97,0.876640484953527,1647,0,1146.5
"NK","FCGR3A+ Mono","HLA-C","LILRA3",0.000359571760854278,412.1,0.105891456548415,315,1.59240012043985,189,1.51963152301068,220,0.941012887751666,190,0,1146.5
"FCGR3A+ Mono","FCGR3A+ Mono","HLA-C","LILRA3",0.000388540592037942,642.1,0.0833600553198638,522,0.982631618976661,472,0.855953247643076,761,0.934011926434992,309,0,1146.5
"FCGR3A+ Mono","Platelet","ICAM4","ITGB3",0.000396984694970811,985.9,0.668604354544137,3,4.13231122180163,29,1.53547344815835,216,0.775457823380275,3535,0,1146.5
