"source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank","cellphonedb.pvalue","cellphonedb.rank"
"Platelet","CD14+ Mono","PF4","LRP1",2.45440730812579e-06,519.4,0.398582773783032,18,5.91512474709275,4,3.85722600267885,4,0.885143243781982,1460,0,1111
"Memory CD4 T","Platelet","CD40LG","CD9",1.13212484377469e-05,426.4,0.426931127061649,15,4.23303909555217,30,3.12715820415906,18,0.905764253259602,958,0,1111
"CD14+ Mono","FCGR3A+ Mono","S100A8","CD68",1.20544032227988e-05,274.4,0.220722711748547,67,1.82818428870175,130,3.82608101575938,6,0.957612766366457,58,0,1111
"CD14+ Mono","FCGR3A+ Mono","S100A9","CD68",1.31996313920022e-05,276.4,0.1753331892602,96,1.81682738627826,133,3.91360614461579,2,0.960794537312597,40,0,1111
"FCGR3A+ Mono","Platelet","ICAM4","ITGA2B",1.8665915097562e-05,604.4,0.802963910564954,3,6.36504550347437,1,2.59535342683046,43,0.86860911890392,1864,0,1111
"Platelet","DC","PF4","CXCR3",1.8665915097562e-05,448.2,0.295810524219314,38,5.93024579326176,3,3.94275216445986,1,0.899429251905999,1088,0,1111
"Naive CD4 T","Platelet","CD40LG","CD9",4.06133072405891e-05,538,0.270247679588503,46,4.07994046032904,32,2.90469485297768,26,0.884355424427462,1475,0,1111
"CD14+ Mono","CD14+ Mono","S100A8","CD68",5.11205847772134e-05,307.4,0.164252186787212,114,1.53443415203833,187,3.79153552201811,8,0.951193041738213,117,0,1111
"Platelet","Memory CD4 T","PF4","CXCR3",5.18074982082438e-05,508,0.233970722670442,59,5.85774578866255,5,3.84066745041649,5,0.888314343886489,1360,0,1111
"NK","NK","SPON2","ITGB2",5.22140940806811e-05,316.8,0.161639808703096,117,1.96473233070472,114,2.47109239990215,54,0.941420815542406,188,0,1111
"CD14+ Mono","CD14+ Mono","S100A9","CD68",5.33249575024401e-05,312.4,0.130475289671017,181,1.52307724961484,189,3.87906065087452,3,0.954833976689944,78,0,1111
"Platelet","Platelet","F13A1","ITGB1",5.52633209791057e-05,453.2,0.436702835568035,13,4.38192257110127,21,2.50373304806301,51,0.900381302139866,1070,0,1111
"Memory CD4 T","NK","B2M","KLRD1",6.87698629375192e-05,455.2,0.0827116097298133,498,1.35287166000317,226,1.26806037452992,350,0.953499293823045,91,0,1111
"Memory CD4 T","Platelet","IL32","ITGB3",8.06972088341594e-05,365.2,0.264968465674815,48,3.95934294560587,44,1.77106911788835,135,0.925674236921723,488,0,1111
"Platelet","CD8 T","PF4","CXCR3",9.42709092987764e-05,514.8,0.228368874090838,61,5.85117827004811,6,3.82070153194068,7,0.887106534180264,1389,0,1111
"Memory CD4 T","NK","HLA-B","KLRD1",9.76571443587402e-05,540.2,0.0783181571669718,561,1.14471368218524,314,1.09978512709403,463,0.937141464589628,252,0,1111
"Naive CD4 T","NK","B2M","KLRD1",0.000100296374468395,540.8,0.0781740407880467,564,1.05785610304321,387,1.02390562665828,536,0.952232330715022,106,0,1111
"Platelet","Platelet","TGFB1","ITGB3",0.000103786760525271,449.6,0.336736953658725,29,4.32390032970582,23,2.26775834853197,63,0.902548944081073,1022,0,1111
"CD14+ Mono","NK","S100A8","ITGB2",0.00010834417606525,320.8,0.119132960471038,226,1.4741876338963,200,3.52294835948782,10,0.957633602917465,57,0,1111
"B","CD8 T","HLA-DQA1","LAG3",0.000114154529909191,619.8,0.240009991767174,55,1.34081745318414,229,2.0649904312286,84,0.878456452962519,1620,0,1111
"Platelet","Platelet","TLN1","ITGB3",0.000119220282396354,529.6,0.328624621064157,32,4.27332618228361,25,2.2386692593265,66,0.88647266611695,1414,0,1111
"NK","Platelet","CALR","ITGA2B",0.000130309777199551,314.6,0.21844982025297,68,6.00416038808624,2,2.79291369442251,34,0.931972163036223,358,0,1111
"B","Platelet","IL16","CD9",0.000142054658416283,555.4,0.1147024879741,242,3.9977594093705,41,2.78749553501248,35,0.888699667991247,1348,0,1111
"B","FCGR3A+ Mono","CD52","SIGLEC10",0.000144821542817049,625.8,0.0874721944640252,451,1.06256409924606,385,0.958834905863984,607,0.92263428584623,575,0,1111
"NK","FCGR3A+ Mono","SPON2","ITGB2",0.000154032764958711,343.8,0.140297844657197,161,1.83452856269887,129,2.18390610855477,71,0.937392053918857,247,0,1111
"B","CD8 T","HLA-DQB1","LAG3",0.000156515819815377,635.6,0.251177206437823,49,1.29378899800286,248,2.07269899052455,83,0.875799271989941,1687,0,1111
"Memory CD4 T","DC","B2M","CD1C",0.000187238005044196,489.6,0.0922341964478904,412,1.78351524026153,138,0.93049153789307,639,0.946305061116526,148,0,1111
"Platelet","CD8 T","SNCA","LAG3",0.000188675341677424,676,0.587237615925461,7,3.58308375080278,65,2.11736202659955,77,0.858087782053448,2120,0,1111
"Platelet","B","MYL9","CD69",0.000188675341677424,352.2,0.194428444446108,77,4.43861997831163,19,2.57375437189089,45,0.924978229257679,509,0,1111
"Memory CD4 T","FCGR3A+ Mono","HLA-C","LILRA3",0.000200800478686216,566.8,0.0864704695991082,466,1.10263187596487,346,0.922519017120614,648,0.936268813230204,263,0,1111
"Platelet","Memory CD4 T","MYL9","CD69",0.000203636555975781,356.8,0.191855696594464,79,4.43179955342198,20,2.48547870759072,53,0.924514734321682,521,0,1111
"B","NK","HLA-B","KLRD1",0.000207075010995226,609,0.0714136297630833,652,1.00197774060687,437,1.02482978183822,535,0.934367703797038,310,0,1111
"Memory CD4 T","Platelet","CD40LG","ITGA2B_ITGB3",0.000211402515843688,563.2,0.459825958620292,11,4.84075893038479,15,2.11276325119705,80,0.879461027171132,1599,0,1111
"Naive CD4 T","NK","HLA-B","KLRD1",0.000251789829510024,640.6,0.0695403890635172,678,0.963252602821936,473,0.951819041645751,617,0.933547946836066,324,0,1111
"Platelet","Platelet","CALM3","MYLK",0.000262137687252323,547.2,0.373481558516849,22,3.18399269351296,86,2.11433927437463,79,0.885754787393408,1438,0,1111
"Platelet","Platelet","CALM3","GP6",0.000290269114389396,594.6,0.380680960578568,21,3.32999897201203,85,1.99540770421551,89,0.876670790712495,1667,0,1111
"Platelet","NK","CLEC1B","KLRB1",0.00030007088806429,669.4,0.470526690686982,10,4.45383772535588,18,1.99292546103513,90,0.858135059017663,2118,0,1111
"Memory CD4 T","CD8 T","HLA-A","CD8A",0.000308257193211919,659.8,0.0705563376450715,663,0.806660320906429,706,0.97488513186184,587,0.938389672145039,232,0,1111
"B","NK","B2M","KLRD1",0.000312648250541852,638,0.0746675237986207,594,0.829875641280267,659,0.868823428073633,708,0.951177704335842,118,0,1111
"NK","FCGR3A+ Mono","HLA-C","LILRA3",0.000319261533252629,398.4,0.105263022294584,297,1.61471200932108,169,1.48879389186737,230,0.941890409581017,185,0,1111
"B","CD8 T","HLA-DRA","LAG3",0.000323527678004729,507.8,0.161664488975622,116,1.16383050922543,298,2.0019558394734,88,0.907327914870249,926,0,1111
"Memory CD4 T","FCGR3A+ Mono","CD52","SIGLEC10",0.000323845124925552,657,0.0862204942063037,469,1.04251106120879,401,0.865828473312747,713,0.922118312430942,591,0,1111
"Naive CD4 T","Platelet","CD40LG","ITGA2B_ITGB3",0.000373302512988328,697.8,0.291070129242998,40,4.68766029516167,16,1.89029990001567,106,0.8530460433626,2216,0,1111
"Platelet","NK","GP1BA","ITGAM_ITGB2",0.000374860505000091,453.4,0.211405320989098,72,4.2490063207621,28,1.94707519348371,97,0.905673261044257,959,0,1111
"CD14+ Mono","FCGR3A+ Mono","S100A8","ITGB2",0.000378093494172316,348.8,0.103403349186205,310,1.34398386589045,228,3.23576206814044,14,0.954666175871613,81,0,1111
"Naive CD4 T","Platelet","IL16","CD9",0.00039771560086978,570.6,0.110934292966636,270,3.98996876187677,42,2.73650316624669,38,0.887036891793909,1392,0,1111
"Memory CD4 T","FCGR3A+ Mono","HLA-A","LILRB1",0.000408782903002074,635,0.0762628858314485,575,1.10122423325719,349,0.840982238618168,747,0.929804635277252,393,0,1111
"FCGR3A+ Mono","FCGR3A+ Mono","HLA-C","LILRA3",0.000431146110525287,616.4,0.0832500078562105,495,1.01487719433672,425,0.834831995444631,755,0.935127023730538,296,0,1111
"CD14+ Mono","NK","CD14","ITGB2",0.00043386186642516,380.4,0.142006545449806,152,1.29746230491046,246,2.17644101727899,72,0.933762060152967,321,0,1111
"FCGR3A+ Mono","FCGR3A+ Mono","CD52","SIGLEC10",0.000436886989826694,659,0.0869476978808192,456,1.05416132879957,391,0.833872755098179,757,0.922419365240303,580,0,1111
"FCGR3A+ Mono","FCGR3A+ Mono","RPS19","C5AR1",0.000448552207433013,642,0.0651347260944688,761,1.00623813317229,433,0.859032067806196,722,0.942251940296137,183,0,1111
"Memory CD4 T","FCGR3A+ Mono","B2M","LILRB1",0.000454477517692589,598.4,0.0725138726940363,628,1.1416794930805,315,0.830124787027934,763,0.942873290405901,175,0,1111
"NK","Platelet","SPON2","ITGB1",0.000474290921817163,466.4,0.358291854622841,25,2.10576487365895,105,2.40076020073109,56,0.902062302423658,1035,0,1111
"B","CD8 T","HLA-DPB1","LAG3",0.00051947697139627,573.2,0.155330774416913,127,1.1171852502058,336,1.75664368687244,139,0.896931749618269,1153,0,1111
"NK","NK","HLA-B","KLRD1",0.00051947697139627,392.2,0.0997935989176313,336,1.58867127982838,177,1.64544159004516,171,0.943911933630353,166,0,1111
"Memory CD4 T","NK","HLA-E","KLRC1_KLRD1",0.000530595272551344,742.6,0.0813241088038925,524,0.89128481933226,563,0.816767795626062,787,0.91642895909307,728,0,1111
