"source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank","cellphonedb.pvalue","cellphonedb.rank"
"Platelet","CD14+ Mono","PF4","LRP1",2.40563629022574e-06,517.1,0.398500582889462,18,5.92285454690915,4,3.86753213739547,4,0.886551632811298,1435,0,1124.5
"CD14+ Mono","FCGR3A+ Mono","S100A8","CD68",7.45809928321433e-06,273.5,0.225048620098437,68,1.85768788439558,116,3.86588506765103,5,0.958042271107792,54,0,1124.5
"CD14+ Mono","FCGR3A+ Mono","S100A9","CD68",7.71734591387501e-06,275.1,0.177467068182591,94,1.84459616393509,117,3.94121511434271,1,0.961152428050147,39,0,1124.5
"Memory CD4 T","Platelet","CD40LG","CD9",1.00265383875735e-05,434.9,0.418872095937954,16,4.21013058925646,29,3.11701958404587,19,0.904507717507291,986,0,1124.5
"Naive CD4 T","Platelet","CD40LG","ITGA2B_ITGB3",1.17372124458675e-05,700.7,0.295502281482703,40,4.69056728372915,17,1.89697213880729,105,0.853122938222857,2217,0,1124.5
"Naive CD4 T","Platelet","CD40LG","CD9",1.66756186148306e-05,543.5,0.273356551631244,48,4.06909797201023,32,2.91051716868197,27,0.884418156166245,1486,0,1124.5
"FCGR3A+ Mono","Platelet","ICAM4","ITGA2B",1.84175158662621e-05,650.7,0.779015050582455,3,6.29866506859278,1,2.56144298231545,48,0.860429414236763,2077,0,1124.5
"Platelet","DC","PF4","CXCR3",1.84175158662621e-05,453.7,0.291983342593582,41,5.92725677236545,3,3.9405384355774,2,0.899561637022866,1098,0,1124.5
"Platelet","FCGR3A+ Mono","PF4","LRP1",2.24965189217141e-05,598.3,0.298442319190511,38,5.84112313798628,7,3.75411284593787,9,0.871179200271231,1813,0,1124.5
"CD14+ Mono","CD14+ Mono","S100A8","CD68",3.82559240158821e-05,309.3,0.162849725056454,118,1.53557424963733,175,3.80058947576508,8,0.951036854484351,121,0,1124.5
"Memory CD4 T","NK","B2M","KLRD1",4.60804388036524e-05,451.1,0.0836405551361964,486,1.37235401018948,217,1.2813133101421,342,0.954046592415079,86,0,1124.5
"NK","NK","SPON2","ITGB2",4.97786906353047e-05,318.1,0.163201335957911,115,1.96704659409411,110,2.48058782365559,54,0.941545418720391,187,0,1124.5
"Memory CD4 T","Platelet","IL32","ITGB3",5.05081259042542e-05,370.1,0.264576423137344,49,3.95941301341675,44,1.76914014915509,138,0.925758852046584,495,0,1124.5
"CD14+ Mono","CD14+ Mono","S100A9","CD68",5.52737803908147e-05,315.3,0.128418753456337,192,1.52248252917685,177,3.87591952245675,3,0.954641709315473,80,0,1124.5
"Platelet","Platelet","F13A1","ITGB1",5.74006128187928e-05,456.9,0.437295662301887,13,4.4472417112086,20,2.50952841320076,52,0.900512572657493,1075,0,1124.5
"CD8 T","NK","HLA-B","KLRD1",6.5870016879132e-05,433.9,0.0919074501644907,410,1.42318742970971,207,1.45893915839699,244,0.94206541403016,184,0,1124.5
"Platelet","Memory CD4 T","PF4","CXCR3",7.35805992596676e-05,509.9,0.234230843453372,61,5.85904275593075,6,3.84258060252202,6,0.889157935723731,1352,0,1124.5
"CD8 T","NK","B2M","KLRD1",7.5893868106922e-05,404.7,0.0877766978906511,444,1.6387580680813,147,1.48248352193402,233,0.955093139317583,75,0,1124.5
"Memory CD4 T","NK","HLA-B","KLRD1",8.24704706879652e-05,535.3,0.0793111796551691,546,1.16717929996748,297,1.11558870394134,462,0.937909395491093,247,0,1124.5
"Naive CD4 T","NK","B2M","KLRD1",8.39920250309612e-05,532.7,0.0791046611738643,548,1.08020245027758,371,1.04043534339454,518,0.952808769861345,102,0,1124.5
"Platelet","CD8 T","PF4","CXCR3",8.79623553826604e-05,506.9,0.235997790533837,60,5.86112977483003,5,3.83212091783524,7,0.889527734019797,1338,0,1124.5
"CD8 T","FCGR3A+ Mono","HLA-A","LILRB1",9.1119480616207e-05,565.3,0.0795564775339984,541,1.22225935733036,266,1.03844463066522,524,0.931705087007034,371,0,1124.5
"CD14+ Mono","NK","S100A8","ITGB2",9.31378909732766e-05,319.7,0.120269686390507,219,1.48572937970539,187,3.5455312305917,11,0.957734561850205,57,0,1124.5
"CD8 T","FCGR3A+ Mono","HLA-C","LILRA3",9.35999021553812e-05,441.9,0.0984746669376728,351,1.41385125591882,210,1.34608255082348,314,0.940006280090573,210,0,1124.5
"CD8 T","FCGR3A+ Mono","HLA-C","LILRB1",9.8722788913686e-05,542.3,0.0772134822375667,566,1.2928873199064,248,1.13026308332658,449,0.933941710054185,324,0,1124.5
"CD8 T","CD8 T","HLA-A","CD8A",9.95979854646328e-05,553.9,0.077081334773922,567,0.973739209839722,468,1.1929096899393,407,0.940727410726619,203,0,1124.5
"CD8 T","FCGR3A+ Mono","HLA-B","LILRB1",0.000102260882914571,605.3,0.0767309674340941,570,1.14534623301905,312,0.993928304513791,565,0.927552387578093,455,0,1124.5
"Platelet","Platelet","TGFB1","ITGB3",0.000116862873008744,454.3,0.334120156081994,30,4.31650567139487,26,2.26100435361337,66,0.902677666977513,1025,0,1124.5
"CD8 T","CD8 T","HLA-C","CD8A",0.000119459829372717,527.1,0.0748112342061738,588,1.04436717241576,406,1.28472814260066,339,0.942686733393756,178,0,1124.5
"CD8 T","Platelet","IL32","ITGB3",0.000120479105282082,352.3,0.28421158610843,44,4.02987607138313,36,1.83529842836029,118,0.92818179712803,439,0,1124.5
"Platelet","Platelet","TLN1","ITGB3",0.000122218243046962,535.9,0.331139025809118,31,4.27502659784477,27,2.23962650547636,67,0.886619956535971,1430,0,1124.5
"CD8 T","CD8 T","HLA-B","CD8A",0.000125680379850074,593.7,0.0743437312918579,594,0.896826085528413,556,1.14839336378787,436,0.937086272469883,258,0,1124.5
"NK","Platelet","CALR","ITGA2B",0.000139253545439017,319.9,0.215655827810634,70,5.99748276887804,2,2.78621088174443,35,0.931858131447399,368,0,1124.5
"CD8 T","FCGR3A+ Mono","B2M","LILRB1",0.000142371061431015,534.1,0.0732823175408044,609,1.36091687139064,223,1.01747266805082,544,0.943648435665008,170,0,1124.5
