"source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank","cellphonedb.pvalue","cellphonedb.rank"
"Platelet","CD14+ Mono","PF4","LRP1",1.68649069414595e-06,520,0.400716722555749,16,6.08360307008325,4,3.85019723472912,4,0.88536271061479,1454,0,1122
"Platelet","DC","PF4","CXCR3",5.67806841015974e-06,392.8,0.358979142506278,24,6.20409365847643,2,4.11837369541071,1,0.912811487389801,815,0,1122
"Memory CD4 T","Platelet","CD40LG","CD9",1.34263672855543e-05,437,0.420157800963619,15,4.23609797905071,32,3.11061841262652,19,0.904142376188313,997,0,1122
"Platelet","FCGR3A+ Mono","PF4","LRP1",1.60946143466552e-05,599.6,0.302998334980171,34,6.00424350456595,7,3.74193969419788,9,0.870395538862169,1826,0,1122
"FCGR3A+ Mono","Platelet","ICAM4","ITGA2B",1.83877441908829e-05,635,0.797742581735792,3,6.512802393257,1,2.49510126919742,50,0.863468694493377,1999,0,1122
"CD14+ Mono","FCGR3A+ Mono","S100A8","CD68",1.85632671263859e-05,280,0.214965878712421,68,1.84706772002352,146,3.83065183844649,6,0.957774194712251,58,0,1122
"CD14+ Mono","FCGR3A+ Mono","S100A9","CD68",1.95950276078713e-05,283.2,0.171417998657107,104,1.83587097974252,148,3.92087959732383,2,0.96093679741609,40,0,1122
"Memory CD4 T","Platelet","IL32","ITGB3",2.40279693370705e-05,350.6,0.264434210634397,48,4.2523216151662,30,1.8060110268077,126,0.928391744761346,427,0,1122
"Memory CD4 T","Platelet","CD40LG","ITGA2B_ITGB3",3.39866095936233e-05,573.8,0.453538705254377,12,5.06934067321787,16,2.07953612222004,82,0.878205272509541,1637,0,1122
"Naive CD4 T","Platelet","CD40LG","CD9",3.71897973376127e-05,543.8,0.27412094884063,45,4.09381931467881,36,2.90918980920156,28,0.883971848945009,1488,0,1122
"Memory CD4 T","Platelet","IL16","CD9",3.90057865709156e-05,494,0.142490104045352,156,4.064349180884,38,2.79735473574906,33,0.898605115027109,1121,0,1122
"Platelet","Platelet","F13A1","ITGB1",4.50933055080743e-05,447.4,0.461545033655666,11,4.49436157521414,23,2.54479804243596,48,0.902411808070634,1033,0,1122
"CD14+ Mono","CD14+ Mono","S100A8","CD68",4.55382244176846e-05,310.2,0.159029883639111,117,1.54721299647754,183,3.79247068689105,8,0.951241429926475,121,0,1122
"NK","NK","SPON2","ITGB2",4.65340231406176e-05,317.8,0.168361610673874,109,1.99594691833652,123,2.49205392049706,51,0.941967845752277,184,0,1122
"Memory CD4 T","NK","B2M","KLRD1",5.08143151071207e-05,452,0.0831846206225479,496,1.37997823057655,215,1.28475403881352,344,0.954440779524773,83,0,1122
"Platelet","Memory CD4 T","PF4","CXCR3",5.10357427151328e-05,503,0.218676110501237,64,6.02324914297193,5,3.8485625034267,5,0.890963473198173,1319,0,1122
"CD14+ Mono","CD14+ Mono","S100A9","CD68",6.47826712729032e-05,317.4,0.126813541494918,200,1.53601625619654,184,3.88269844576838,3,0.954870264770391,78,0,1122
"Naive CD4 T","NK","B2M","KLRD1",8.59677753219669e-05,532.4,0.0787206959356018,551,1.0905797157907,365,1.04625046153114,527,0.953226439004823,97,0,1122
"CD14+ Mono","NK","S100A8","ITGB2",8.62982468146601e-05,318.6,0.122239659475114,215,1.50017820114875,190,3.53439518034635,11,0.957902719801849,55,0,1122
"Memory CD4 T","NK","HLA-B","KLRD1",8.91338384928669e-05,532.2,0.0782466897121922,555,1.1775072987668,302,1.12426631085402,452,0.938464388187823,230,0,1122
"Platelet","Platelet","TLN1","ITGB3",9.21831658484782e-05,490.4,0.351318392111083,28,4.65153786928036,19,2.33551361951642,61,0.894374330402243,1222,0,1122
"Platelet","CD8 T","PF4","CXCR3",9.99491089053376e-05,521,0.204371909043953,75,6.0048116484627,6,3.79993379235803,7,0.887633727380247,1395,0,1122
"Platelet","Platelet","TGFB1","ITGB3",0.000111396202869696,451,0.320438594653142,31,4.55027210555253,21,2.26394676267012,65,0.903088528361078,1016,0,1122
"NK","Platelet","CALR","ITGA2B",0.000144912917316116,326,0.209245028911667,71,6.15896112917703,3,2.68349364535826,39,0.929865141337377,395,0,1122
"Platelet","CD8 T","SNCA","LAG3",0.00015107633206216,646.6,0.601276139100737,6,3.8704125174541,59,2.18777905826456,72,0.864588154732161,1974,0,1122
"NK","FCGR3A+ Mono","SPON2","ITGB2",0.000156838403666648,347.6,0.143602616763616,153,1.84936093133154,142,2.18869675311551,71,0.937464341047833,250,0,1122
"B","FCGR3A+ Mono","CD52","SIGLEC10",0.000157590349026409,632.6,0.0880516591434771,444,1.06589523617116,387,0.959876888898959,622,0.921930593836915,588,0,1122
"Memory CD4 T","FCGR3A+ Mono","HLA-C","LILRA3",0.000167988843865974,562.4,0.0863866420733278,459,1.11391105936026,344,0.953086623919079,630,0.936968944694729,257,0,1122
"Memory CD4 T","Platelet","HSP90AA1","ITGB3",0.000185972211090477,544.4,0.127781825054697,197,3.9239514931972,57,1.42977591929421,261,0.900185077166778,1085,0,1122
"NK","NK","HLA-B","KLRD1",0.000188962778911648,393,0.0991689775795595,350,1.609572316267,175,1.65788706163884,164,0.944961341923412,154,0,1122
"B","NK","HLA-B","KLRD1",0.000194895215598499,599.4,0.0712554704673328,649,1.03313201416472,420,1.04724077554072,526,0.935705781832457,280,0,1122
"NK","NK","HLA-E","KLRC1_KLRD1",0.000199441564638606,528.8,0.0993438899258131,347,1.1728209108618,307,1.27036617680382,356,0.924853377294507,512,0,1122
"Memory CD4 T","Memory CD4 T","B2M","CD3D",0.000203730164971217,1104.4,0.0350121103752378,1610,0.609098746589701,1141,0.446547121818928,1639,0.96522916213636,10,0,1122
"Platelet","B","MYL9","CD69",0.000206729919279166,369.8,0.189997701433719,80,4.40335227954812,24,2.51101649440057,49,0.922496104333191,574,0,1122
"NK","NK","B2M","KLRD1",0.000211981212362448,387.4,0.0903946854774808,424,1.84741041343328,144,1.61681590412087,181,0.956214270494306,66,0,1122
"Memory CD4 T","NK","B2M","CD247",0.000212657264359639,514,0.0567803136447258,929,1.23308066289572,270,1.46203694890495,242,0.965945031661016,7,0,1122
"Naive CD4 T","NK","HLA-B","KLRD1",0.000228534466409057,629.4,0.0694892924229275,670,0.996658768384818,452,0.97136877675741,607,0.934946659583461,296,0,1122
"Platelet","Platelet","CALM3","MYLK",0.000230657589305699,528.2,0.375313043051897,22,3.32763475977,83,2.14070836610622,76,0.889812829608676,1338,0,1122
"Platelet","Memory CD4 T","MYL9","CD69",0.000230657589305699,372.6,0.188985206350337,83,4.40066041045892,25,2.42321261826173,55,0.922304875826654,578,0,1122
"NK","CD8 T","HLA-B","CD8A",0.000240724912411206,517.8,0.0800298323308514,531,1.06218816080429,389,1.32199271238338,321,0.938940491753621,226,0,1122
"NK","CD8 T","HLA-A","CD8A",0.000249746590036527,484.4,0.0824996548876515,506,1.13214404489383,329,1.39346290127028,282,0.942061412874818,183,0,1122
"NK","CD8 T","HLA-C","CD8A",0.000259036748004578,473.6,0.0792966080043543,542,1.2278240364941,276,1.43163344529095,260,0.943846309097792,168,0,1122
"Memory CD4 T","DC","B2M","CD1C",0.000268601334598809,515,0.0888046572072143,437,1.64644841968615,171,0.895561701951421,692,0.945274635894998,153,0,1122
"NK","CD8 T","HLA-E","CD8A",0.000268601334598809,550.8,0.082241501859964,509,0.976073042888955,470,1.30131388463493,331,0.933825894006874,322,0,1122
"Platelet","Platelet","CALM3","GP6",0.00029344534640035,574.8,0.381572725456133,20,3.48541756470285,76,2.01655406065144,90,0.881008153628873,1566,0,1122
"NK","CD8 T","SPON2","ITGB2",0.000305400284664393,452.8,0.0983610704663302,361,1.58150769215482,179,1.89920097213011,104,0.925410618593747,498,0,1122
"B","NK","B2M","KLRD1",0.000305400284664393,634,0.075032372730518,598,0.851463840757482,631,0.881242995868674,710,0.952144973933093,109,0,1122
"NK","FCGR3A+ Mono","HLA-C","LILRA3",0.0003140709453417,398.6,0.10515055956598,298,1.62627759359184,174,1.51772938519589,220,0.942529891572528,179,0,1122
"Memory CD4 T","FCGR3A+ Mono","CD52","SIGLEC10",0.000334402241923435,659.4,0.0871353015640967,450,1.05137815358443,398,0.873215189024766,723,0.921553278177513,604,0,1122
"CD14+ Mono","FCGR3A+ Mono","S100A8","ITGB2",0.000335400642322354,350,0.104263287234301,303,1.35359221414377,227,3.2310380129648,17,0.954576187038168,81,0,1122
"NK","CD14+ Mono","SPON2","ITGB2",0.00036805704349645,414.8,0.109252581001435,277,1.64599104020807,172,2.03006272791227,88,0.928955082757764,415,0,1122
"Memory CD4 T","CD8 T","HLA-A","CD8A",0.000370560823670021,676.2,0.0705748787649239,656,0.792978241210586,738,0.961637237358845,618,0.937650810275811,247,0,1122
"B","DC","HLA-DRA","CD4",0.000373078211306957,584.6,0.0660810295877652,739,1.04778744279457,402,1.82639649405185,121,0.923680244919237,539,0,1122
"Naive CD4 T","Platelet","IL32","ITGB3",0.00038071257364714,464.8,0.186904825025958,88,3.97392451469413,48,1.31704286198782,324,0.915965166520433,742,0,1122
"CD14+ Mono","NK","CD14","ITGB2",0.000390974035426165,378,0.145725577584538,147,1.31988033967664,236,2.18971827051167,70,0.934029929565571,315,0,1122
"Memory CD4 T","Platelet","CALR","ITGA2B",0.000400861759433931,512.4,0.1016135097771,317,5.83673081925857,10,2.13560682575471,77,0.902336084373804,1036,0,1122
"NK","FCGR3A+ Mono","HLA-B","LILRB2",0.000432017140274851,547,0.0653312254089949,759,1.26494105037556,254,1.29095225569955,338,0.936661618404599,262,0,1122
"NK","FCGR3A+ Mono","HLA-B","LILRB1",0.00043486309314281,523.8,0.0839783582342366,484,1.3284775015745,232,1.19389668628233,404,0.930779709019314,377,0,1122
"NK","Platelet","SPON2","ITGB1",0.000438101497697241,450.8,0.380921532774277,21,2.2057274107947,103,2.45626751130266,53,0.906001602134371,955,0,1122
"NK","FCGR3A+ Mono","HLA-A","LILRB2",0.000446397282479792,516.4,0.0673474302351086,715,1.3348969344651,231,1.36242244458645,302,0.939891562368022,212,0,1122
"NK","FCGR3A+ Mono","HLA-A","LILRB1",0.00044931872068608,491.6,0.0865700373295082,458,1.39843338566404,210,1.26536687516923,358,0.934288558395234,310,0,1122
"Memory CD4 T","Platelet","SELPLG","ESAM",0.000453113727795769,948.4,0.106634686583136,289,3.22624667436563,87,1.31166699360499,327,0.814125381179821,2917,0,1122
"NK","FCGR3A+ Mono","HLA-C","LILRB2",0.000455207483288608,512.8,0.0647326680666316,767,1.43057692606537,206,1.40059298860712,280,0.94173917049008,189,0,1122
"NK","FCGR3A+ Mono","HLA-C","LILRB1",0.0004611578270942,481.4,0.083208957957324,495,1.49411337726431,192,1.3035374191899,330,0.936296718266878,268,0,1122
"NK","FCGR3A+ Mono","CD99","PILRA",0.000467170233829996,450.8,0.105912701508311,293,1.4037871615065,209,1.64817743448625,170,0.927123366132675,460,0,1122
"Memory CD4 T","FCGR3A+ Mono","HLA-A","LILRB1",0.00048247595995132,660.2,0.0740569145110384,604,1.0592675819808,392,0.8335412112578,778,0.929330631230847,405,0,1122
