"source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank","cellphonedb.pvalue","cellphonedb.rank"
"CD14+ Mono","CD14+ Mono","S100A8","CD68",5.9125548307848e-07,303.3,0.164155519039438,119,1.55919976289396,174,3.81735815928705,6,0.95172449993287,107,0,1110.5
"CD14+ Mono","CD14+ Mono","S100A9","CD68",6.36254831919115e-07,312.9,0.127751000476338,199,1.54107158764647,179,3.91109389828263,2,0.955054139329507,74,0,1110.5
"Platelet","CD14+ Mono","PF4","LRP1",7.17996034045993e-07,510.7,0.459256249981147,12,5.76835032379699,2,3.85389408279882,4,0.886335550842585,1425,0,1110.5
"CD14+ Mono","FCGR3A+ Mono","S100A8","CD68",2.19945269630799e-06,272.3,0.21313513303903,72,1.81681929066031,117,3.82227420158118,5,0.957381253396346,57,0,1110.5
"CD14+ Mono","FCGR3A+ Mono","S100A9","CD68",2.28403720984351e-06,277.9,0.165868480339378,115,1.79869111541282,120,3.91600994057675,1,0.96033699702922,43,0,1110.5
"Memory CD4 T","Platelet","CD40LG","CD9",2.41880836788578e-06,415.3,0.447707797848525,13,4.27704558580379,18,3.18104809034027,15,0.907646299221936,920,0,1110.5
"CD14+ Mono","B","S100A8","CD69",7.90800411522113e-06,365.3,0.131759386043414,186,1.14583723026402,341,3.0896418764172,18,0.943907309003149,171,0,1110.5
"CD14+ Mono","NK","CD14","ITGB2",1.11111577616349e-05,374.1,0.14717013581283,143,1.34140986659892,241,2.29484830423505,62,0.934523394929093,314,0,1110.5
"CD14+ Mono","Memory CD4 T","S100A8","CD69",1.18933339092727e-05,382.3,0.123070215553018,217,1.10929258573956,370,2.9046724891699,26,0.942073660093801,188,0,1110.5
"CD14+ Mono","FCGR3A+ Mono","S100A8","ITGB2",1.27189520578606e-05,367.7,0.0981559402385749,375,1.31608099188989,252,3.1610634733391,16,0.953720889258716,85,0,1110.5
"Naive CD4 T","Platelet","CD40LG","ITGA2B_ITGB3",1.33374708317911e-05,748.5,0.269041406535442,46,4.41693172320889,16,1.79442215557203,129,0.841337492786474,2441,0,1110.5
"CD14+ Mono","NK","S100A8","ITGB2",1.34119226946068e-05,314.1,0.123294365815864,215,1.52286777194181,185,3.6472899020627,9,0.958500512084839,51,0,1110.5
"CD14+ Mono","NK","S100A9","ITGB2",1.69140467056004e-05,348.5,0.0959515627512232,397,1.50473959669433,190,3.74102564105827,8,0.961381762771772,37,0,1110.5
"Platelet","DC","PF4","CXCR3",1.84847670734283e-05,455.5,0.286969955501496,37,5.73986026438317,3,3.90901578498342,3,0.897619694460407,1124,0,1110.5
"Naive CD4 T","Platelet","CD40LG","CD9",1.87586053947837e-05,557.3,0.250266535661853,52,4.08684018026728,27,2.88279745939258,27,0.880210161798631,1570,0,1110.5
"CD14+ Mono","Naive CD4 T","S100A8","CD69",2.82851426994339e-05,431.3,0.104463187667504,316,1.03103572330552,440,2.82187265143014,33,0.93743556909325,257,0,1110.5
"FCGR3A+ Mono","Platelet","ICAM4","ITGA2B",3.28484774453991e-05,653.9,0.680092121544871,4,5.90603142520577,1,2.5127812385055,51,0.858098801636838,2103,0,1110.5
"CD14+ Mono","Platelet","S100A8","CD68",3.41881808018356e-05,411.9,0.0969662488037647,387,1.20580236639295,306,3.35079646238086,12,0.938087769247397,244,0,1110.5
"CD14+ Mono","FCGR3A+ Mono","CD14","ITGB2",3.76898644152528e-05,459.5,0.117163691626599,249,1.13462308654701,347,1.80862187551145,125,0.927192019962879,466,0,1110.5
"CD14+ Mono","DC","TNFSF13B","HLA-DPB1",4.8944337266523e-05,397.5,0.0860130773993646,473,1.49631894499075,191,2.55563885052503,48,0.944543521489431,165,0,1110.5
"CD14+ Mono","DC","S100A8","ITGB2",4.99493209042281e-05,405.5,0.0860930078865806,470,1.21685222629423,300,2.91302202617842,25,0.950739415294453,122,0,1110.5
"CD14+ Mono","CD8 T","S100A8","CD69",5.09707455828515e-05,491.3,0.0887669342875784,450,0.965020906267554,495,2.69767504414726,39,0.932487365822307,362,0,1110.5
"NK","NK","SPON2","ITGB2",5.34092439643831e-05,313.7,0.164826632777932,116,2.02357359996505,106,2.56985603961103,46,0.941964047774511,190,0,1110.5
"Platelet","Platelet","F13A1","ITGB1",5.77138118692319e-05,486.1,0.406725770300205,17,4.10007834319496,25,2.42830077721177,52,0.893848538549384,1226,0,1110.5
"Platelet","Platelet","TLN1","ITGB3",9.29096069348162e-05,511.5,0.364812300205072,24,4.30210033730068,17,2.29900936400266,61,0.888794758232183,1345,0,1110.5
"Platelet","Memory CD4 T","PF4","CXCR3",0.000100476061043422,515.1,0.232921522778934,63,5.67786693660998,4,3.81686918310639,7,0.887625626031925,1391,0,1110.5
"CD14+ Mono","DC","CD14","ITGB2",0.000116508933610641,533.9,0.10276479042137,332,1.03539432095134,437,1.56058042835077,206,0.922640087400727,584,0,1110.5
"CD14+ Mono","Platelet","LGALS1","ITGB1",0.000121582610984688,471.5,0.102307583277591,336,1.32745048002826,247,2.12632194538443,75,0.922369080617806,589,0,1110.5
"CD14+ Mono","CD14+ Mono","S100A8","ITGB2",0.000122618232009167,442.5,0.0765412670321677,590,1.13828033128427,346,3.04643220709273,21,0.947911486189442,145,0,1110.5
"CD14+ Mono","DC","S100A8","CD68",0.000126831525648721,501.3,0.0764291442870929,594,1.09778274893909,381,2.84432651244675,30,0.93080533050846,391,0,1110.5
"CD14+ Mono","FCGR3A+ Mono","S100A9","ITGB2",0.000130066857438169,409.5,0.0763880473927957,597,1.29795281664241,264,3.25479921233468,14,0.956919067342077,62,0,1110.5
"CD14+ Mono","CD14+ Mono","S100A8","CD36",0.000132622318642686,452.1,0.298700553638808,35,1.35594275932362,239,3.28708377290378,13,0.91011693524682,863,0,1110.5
"Naive CD4 T","NK","B2M","KLRD1",0.000133367878730233,567.7,0.0762462715587752,600,1.04279867080443,430,0.988958368101099,581,0.950966992443968,117,0,1110.5
"Platelet","Platelet","TGFB1","ITGB3",0.000134137949247277,481.7,0.312506727339121,31,4.15939693644152,22,2.17978726562451,69,0.896141932695366,1176,0,1110.5
"NK","Platelet","CALR","ITGA2B",0.000134137949247277,330.5,0.214391862113788,69,5.58949588803492,5,2.70325442910202,38,0.929232247947717,430,0,1110.5
"CD14+ Mono","Platelet","S100A9","CD68",0.000139018265285844,445.1,0.0754621920091664,605,1.18767419114546,316,3.44453220137644,10,0.942300934592706,184,0,1110.5
"CD14+ Mono","CD14+ Mono","S100A9","CD36",0.000141630504143698,435.3,0.232458188390401,64,1.33781458407614,243,3.38081951189935,11,0.916063220622762,748,0,1110.5
"Platelet","B","MYL9","CD69",0.00014605370003443,352.9,0.214005751241867,71,4.16574721536212,20,2.59973910686462,44,0.925089688801837,519,0,1110.5
"Platelet","CD8 T","SNCA","LAG3",0.000158649661070368,654.5,0.615238125679214,5,3.68768672654294,44,2.14003768082121,73,0.86042458077091,2040,0,1110.5
"Memory CD4 T","Platelet","CD40LG","ITGA2B_ITGB3",0.000185955323604324,575.5,0.481294613886376,10,4.6071371287454,14,2.09267278651973,77,0.876426927782625,1666,0,1110.5
"Platelet","Memory CD4 T","MYL9","CD69",0.000193235390358327,369.9,0.199892658320706,78,4.12920257083766,24,2.41476971961733,54,0.922691280793197,583,0,1110.5
"CD14+ Mono","NK","HLA-B","KLRD1",0.000208359923140427,631.5,0.0718164353573453,656,1.00867949708292,462,0.978386673218314,592,0.93350657661471,337,0,1110.5
"Platelet","Platelet","CALM3","MYLK",0.000232471089947299,562.9,0.374105200692206,23,3.10921018990097,83,2.07428288717193,81,0.882497878258506,1517,0,1110.5
"CD14+ Mono","CD8 T","S100A8","ITGB2",0.000238558268734101,470.7,0.0701833134100381,674,1.08598028754456,390,2.96972868270356,23,0.945728532859244,156,0,1110.5
"Platelet","DC","APP","CD74",0.000255186665724735,347.7,0.111160947864508,282,1.92940881385939,109,2.37429063068076,56,0.942580162395654,181,0,1110.5
"Platelet","NK","GP1BA","ITGAM_ITGB2",0.000258362148156676,433.1,0.209784863976444,74,4.16149917236388,21,2.03433941599391,86,0.909548062823158,874,0,1110.5
"CD14+ Mono","B","TNFSF13B","HLA-DPB1",0.000258671063797786,479.1,0.069249759833264,685,1.21531680870035,301,2.28922723742435,63,0.938584658194632,236,0,1110.5
"Naive CD4 T","NK","HLA-B","KLRD1",0.000264385225996439,669.9,0.0691099071508393,688,0.950953294624661,511,0.919464103410776,671,0.932304346112589,369,0,1110.5
"CD14+ Mono","CD14+ Mono","CD14","ITGB2",0.000268250441465681,579.7,0.0913633692007745,436,0.956822425941382,502,1.69399060926508,160,0.91833760099743,690,0,1110.5
"CD14+ Mono","FCGR3A+ Mono","LYZ","ITGAL",0.000274132902723515,509.3,0.0689988410612359,693,1.21847581904967,297,2.69566170617558,40,0.930262501114214,406,0,1110.5
"Naive CD4 T","Platelet","IL16","CD9",0.000285011532036711,586.5,0.108268557314717,290,4.0024469431778,34,2.73427605652286,36,0.884887923899327,1462,0,1110.5
"Platelet","CD8 T","CLEC1B","KLRB1",0.000286089710873355,732.7,0.358192743942774,25,4.1581172383324,23,2.00926760066738,89,0.84255273163785,2416,0,1110.5
"NK","FCGR3A+ Mono","SPON2","ITGB2",0.000292855877965874,357.7,0.131220214400053,189,1.81678681991313,118,2.08362961088744,79,0.935408214687711,292,0,1110.5
"FCGR3A+ Mono","FCGR3A+ Mono","CD52","SIGLEC10",0.000300828166626881,619.7,0.0953314945535983,402,1.12988074958723,352,0.88923034078984,706,0.924729558115964,528,0,1110.5
"Platelet","NK","CLEC1B","KLRB1",0.000305624915972687,693.3,0.414070073382091,16,4.22113591234598,19,1.98636352062774,91,0.85193106162444,2230,0,1110.5
"CD14+ Mono","FCGR3A+ Mono","GRN","TNFRSF1B",0.000321580155026435,546.7,0.112297489685239,275,1.21817075418036,299,1.74830307893102,141,0.908141572869574,908,0,1110.5
"Platelet","B","APP","CD74",0.000325848291210167,351.9,0.106566046315609,300,1.86015052438465,114,2.68459836644247,41,0.941427058428838,194,0,1110.5
