"source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank","cellphonedb.pvalue","cellphonedb.rank"
"Platelet","CD14+ Mono","PF4","LRP1",1.02465852570735e-06,499.8,0.422905277650331,13,5.71954089098014,3,3.85020612473775,2,0.886115471597938,1381,0,1100
"Memory CD4 T","Platelet","CD40LG","CD9",2.7156790834685e-06,415.2,0.432295609780381,11,4.27805307230636,18,3.16613909104893,14,0.906541838004767,933,0,1100
"Platelet","DC","PF4","CXCR3",8.87921173039997e-06,435.2,0.328300584108342,27,5.7870413993547,2,4.03009795690611,1,0.901079462193679,1046,0,1100
"FCGR3A+ Mono","Platelet","ICAM4","ITGA2B",1.99698034262233e-05,642,0.728974224506186,3,5.82074574208928,1,2.51219975100835,47,0.856292603331936,2059,0,1100
"CD14+ Mono","FCGR3A+ Mono","S100A8","CD68",2.37167205777237e-05,275.8,0.207463444160527,67,1.61650837889499,149,3.68035260854088,6,0.956922324953212,57,0,1100
"CD14+ Mono","FCGR3A+ Mono","S100A9","CD68",2.50073157411859e-05,280,0.163567175299204,105,1.60381571660461,151,3.72942237416181,4,0.960104616083125,40,0,1100
"Naive CD4 T","Platelet","CD40LG","CD9",2.95942205147824e-05,528,0.262835513180351,40,4.10599832299361,24,2.94604356023068,20,0.883225177844622,1456,0,1100
"CD14+ Mono","B","S100A8","CD69",3.05906623505932e-05,401.2,0.106664147212079,265,0.99453029758941,407,2.86822912086585,23,0.939125997035686,211,0,1100
"Platelet","Memory CD4 T","PF4","CXCR3",3.54869033298721e-05,514.4,0.233735005267547,55,5.67618365834169,4,3.81681307566552,3,0.884872746286415,1410,0,1100
"NK","NK","SPON2","ITGB2",4.29227200568455e-05,304.2,0.165710421661776,101,2.01278110136729,106,2.57510457437018,41,0.942982038917828,173,0,1100
"CD14+ Mono","Memory CD4 T","S100A8","CD69",4.92665676222537e-05,379.2,0.116290856311415,221,1.03960840966825,375,2.93641873368714,21,0.941549579428122,179,0,1100
"Platelet","Platelet","F13A1","ITGB1",6.11247006995371e-05,484.6,0.402006415518591,16,4.16787148449841,22,2.42114185001956,51,0.892144779211062,1234,0,1100
"Memory CD4 T","NK","B2M","KLRD1",6.37372492413969e-05,475,0.0787191632358989,498,1.26558755204377,245,1.15231218549574,415,0.950001167206901,117,0,1100
"CD14+ Mono","CD14+ Mono","S100A8","CD68",6.70018088983442e-05,308.8,0.155762675770023,119,1.35114969872836,207,3.64056848591751,7,0.950612376837836,111,0,1100
"CD14+ Mono","CD14+ Mono","S100A9","CD68",6.90238511320376e-05,316.6,0.122805542903428,192,1.33845703643797,212,3.68963825153844,5,0.954238513445582,74,0,1100
"B","CD8 T","HLA-DQA1","LAG3",8.91472164449529e-05,604.2,0.245237975189811,50,1.34661538441991,208,1.99904085660818,86,0.878084327364183,1577,0,1100
"CD14+ Mono","NK","CD14","ITGB2",9.03551451067601e-05,372.2,0.141569949604796,146,1.23091674527159,260,2.24207612745555,63,0.934443353226813,292,0,1100
"CD14+ Mono","NK","S100A8","ITGB2",9.25933509773848e-05,311.8,0.118919571362321,210,1.38440845078135,190,3.52748202600004,9,0.957959713352531,50,0,1100
"Platelet","Platelet","TLN1","ITGB3",0.000104258410101018,512,0.362305777681153,21,4.25597702583906,20,2.27181255697332,61,0.887020137009285,1358,0,1100
"CD14+ Mono","NK","S100A9","ITGB2",0.000104727334483464,339.4,0.0937579073471675,357,1.37171578849097,197,3.57655179162098,8,0.961068486989723,35,0,1100
"CD14+ Mono","CD14+ Mono","S100A8","ITGB2",0.000106645366529157,441.4,0.0750936382942876,552,1.01043026299531,396,2.95601283293373,19,0.947664299930481,140,0,1100
"NK","Platelet","CALR","ITGA2B",0.000109435464500314,316.4,0.219884380158059,62,5.61218938230974,5,2.74616776414484,33,0.929879978442546,382,0,1100
"Memory CD4 T","DC","B2M","CD1C",0.000111563615036282,464.4,0.0894565319857515,390,1.73220833434064,134,0.982654785990527,557,0.947634023656858,141,0,1100
"CD14+ Mono","NK","S100A8","CD69",0.000119808834025652,527.6,0.0767082622531966,529,0.854258609137705,557,2.5352534287659,45,0.928991870543591,407,0,1100
"B","CD8 T","HLA-DQB1","LAG3",0.00012385680343807,613.4,0.253037511281349,44,1.31552767221476,226,2.02063108431699,83,0.876572976240179,1614,0,1100
"Platelet","Platelet","TGFB1","ITGB3",0.000131843983128309,479.6,0.313036640295144,32,4.14277836752988,23,2.17601744326101,66,0.894470637140104,1177,0,1100
"Memory CD4 T","Platelet","IL32","ITGB3",0.000135406471516054,379.4,0.26156045245741,41,3.88847517642884,40,1.75036663830556,137,0.921665890248004,579,0,1100
"Memory CD4 T","NK","HLA-B","KLRD1",0.000137761310185205,583.6,0.075437444451451,543,1.04612924227043,369,0.95844485754712,581,0.932654217926233,325,0,1100
"Platelet","CD8 T","SNCA","LAG3",0.000144104607991868,635.4,0.599240258226092,5,3.47534422609842,65,2.16301103839441,68,0.86179602188014,1939,0,1100
"B","FCGR3A+ Mono","CD52","SIGLEC10",0.000155178457715995,606.8,0.0920000101456569,370,1.02034486183076,389,0.948279694805619,595,0.921653925597923,580,0,1100
"CD14+ Mono","NK","HLA-B","KLRD1",0.000159130168445819,609.4,0.0723306770610949,575,0.976529216444414,423,0.945122791276217,598,0.931321383889411,351,0,1100
"Platelet","Memory CD4 T","MYL9","CD69",0.000163873962204526,360.4,0.195019625983668,71,4.10333536038079,25,2.51740282844344,46,0.922358496406698,560,0,1100
"Memory CD4 T","CD8 T","HLA-A","CD8A",0.000167275099029466,618.4,0.0709454546225951,604,0.826060871193567,597,1.00591633288852,537,0.936565057884345,254,0,1100
"CD14+ Mono","CD8 T","S100A8","ITGB2",0.000184565346930638,465.8,0.0698698422112838,616,0.965854240176748,431,2.85332376966869,25,0.945847167555964,157,0,1100
"CD14+ Mono","CD8 T","S100A8","CD69",0.000190636058447369,470,0.0875788860472503,403,0.905161487026582,499,2.69342728925829,37,0.933240783353168,311,0,1100
"NK","FCGR3A+ Mono","SPON2","ITGB2",0.000193600989563526,344.8,0.132569067812019,169,1.80983119274785,128,2.11834567753844,74,0.936678304694704,253,0,1100
"Platelet","DC","APP","CD74",0.000193600989563526,341.8,0.109136005997723,253,1.91106554000058,115,2.30723166559678,58,0.941234698481531,183,0,1100
"Memory CD4 T","NK","B2M","CD247",0.000199725345673476,493.6,0.0551107736863538,895,1.24696779808869,253,1.47469179386924,213,0.965231134398312,7,0,1100
"B","NK","HLA-B","KLRD1",0.000208158140088808,642.6,0.0689099873353529,631,0.899896477864277,505,0.949147641313943,592,0.929755714843294,385,0,1100
"CD14+ Mono","B","TNFSF13B","HLA-DPB1",0.000209812806956877,475.4,0.0688969271713506,632,1.11372942708491,325,2.14446139106216,71,0.9368801187023,249,0,1100
"CD14+ Mono","FCGR3A+ Mono","CD14","ITGB2",0.000214840042202479,459.4,0.113256583750709,236,1.02796683665215,381,1.78531723062381,129,0.927268418579945,451,0,1100
"Platelet","Platelet","CALM3","MYLK",0.000216793775286093,557.2,0.379865627763509,18,3.35573559052135,73,2.0828019430396,78,0.880636266093053,1517,0,1100
"Memory CD4 T","FCGR3A+ Mono","HLA-C","LILRA3",0.000234104193102545,585.4,0.0850734900808935,431,0.946529158041548,450,0.9097947871272,646,0.933870729432064,300,0,1100
"Memory CD4 T","Platelet","CD40LG","ITGA2B_ITGB3",0.000242549964035285,570.2,0.463154744587428,9,4.61911975884289,14,2.07556094343385,81,0.875000530589455,1647,0,1100
"CD14+ Mono","CD14+ Mono","CD14","ITGB2",0.000252793439788181,571.2,0.0893965767549971,391,0.856938557485549,553,1.67060693438923,156,0.918876618174124,656,0,1100
"Platelet","B","APP","CD74",0.000254052487352733,346.6,0.105381635880024,271,1.85328730111127,123,2.56365155663031,43,0.940259050315065,196,0,1100
"CD14+ Mono","FCGR3A+ Mono","S100A8","ITGB2",0.000256670567377074,365.6,0.0951361813096162,345,1.18145854216191,284,3.0707231291683,17,0.953229736664108,82,0,1100
"CD14+ Mono","FCGR3A+ Mono","S100A9","ITGB2",0.000260595120941894,403.8,0.0750067391801627,553,1.16876587987153,291,3.11979289478923,15,0.956672460465394,60,0,1100
"Platelet","NK","CLEC1B","KLRB1",0.000279928331331043,655.2,0.426310816429443,12,4.29112624979204,17,2.00186666955195,85,0.856054214913392,2062,0,1100
